x1,x2,x3,x4,x5,y
0.30471707975443135,-0.5109537072338073,0.3947604810591069,0.2873940345861748,4.905024056768864,1.2018482825292516
-1.0399841062404955,-1.3855484037574608,0.03441968255071037,0.05194034791983483,0.21173056999352402,0.5044927905301916
0.7504511958064572,0.40336163178032347,2.7411112188394533,0.44120733018667807,2.224688805135031,0.4015182234004695
0.9405647163912139,-1.5213097765404227,3.95854902134846,0.28924264779551184,2.734938937891091,0.49737459054543315
-1.9510351886538364,-0.54032255568699,4.588740109200717,1.3075731739885892,0.7337161660382624,-1.3429935551250223
-1.302179506862318,1.8337167236038896,3.62961574301181,1.0580302989774562,1.6814291521368085,-0.1846995356969232
0.12784040316728537,1.9818578903345485,0.7805316367396327,0.2581317143494715,4.938237238782309,2.7193077873403175
-0.3162425923435822,1.0884195654183424,1.705440326052686,1.9929758858485394,0.08115228171235722,-0.4667434574840098
-0.016801157504288795,-0.7561539603169352,2.5336457435684876,0.8266087217535338,2.2625396576219203,0.4945448134201739
-0.85304392757358,0.75066019666437,1.242355898598924,3.0130602287585586,4.213273108590981,8.465450772665884
0.8793979748628286,0.8216254619360508,1.2615283758230889,1.487926638163377,1.619506313596442,2.3815672055051325
0.7777919354289483,-0.448633219345401,2.647506263752364,2.322553139736032,2.3989925137757666,3.984234726603372
0.06603069756121605,0.5635545383446376,0.8814347079481356,3.1783603034687067,4.8902287289399,12.093543297694865
1.1272412069680329,-1.957089420097295,-0.458573872747323,0.5159040902777902,2.3743841823785194,2.7838934404467777
0.4675093422520456,-1.1637693655910342,0.17105386832828295,1.100793339718115,0.6546065607324952,1.484053928252552
-0.8592924628832382,0.10035321186904467,2.2678207554674845,0.173175365670106,0.2586074583319553,-1.878065623777934
0.36875078408249884,-1.3449947829668165,1.0059865823999115,0.2782882096546001,4.727082862199742,1.5941952500619214
-0.9588826008289989,-1.3363725284938655,1.6804199537366757,0.2286994761358321,1.3290470663753284,-0.19204634853340508
0.8784503013072725,1.3452171622009517,2.3401584844043795,0.6179067696094199,2.5203195328227546,2.2210768844050834
-0.049925910986252896,1.956532010734422,0.2503170742047808,1.2463493111155781,0.453508830449843,2.099465853511017
-0.18486236354526056,0.2238777121137936,2.512496327259612,0.8439213186499531,2.1182756027530254,0.09315870522494427
-0.6809295444039414,1.3562789235268538,1.757685206916789,0.028600398829982703,4.650527596250621,-0.92552718504514
1.2225413386740303,1.9612866573050902,-1.4696261738229572,0.2424656357761595,2.512064968154692,3.105677193770675
-0.15452948206880215,-1.4336164457249012,3.8846095823724887,1.2494837845844735,4.855675759011639,4.378431556435655
-0.4283278221631072,-0.20701754698259567,-0.001489487513832266,1.0155825869539734,1.2941781861869983,0.7042872295104057
-0.3521335504882296,-0.42970913663232047,-2.3101906863703676,0.3190903626343747,2.5227261985196856,-0.6797173986713712
0.5323091855533487,-1.67980286541526,-1.0900874191726047,0.36534821272963797,4.2976539590466265,2.181421121273229
0.36544406436407834,1.0213206911789778,-1.042090321356644,1.5095007254495056,2.241261772768719,2.9248062246462196
0.4127326115959884,-0.26488389070962803,1.104346637315067,0.7329596961854737,1.397436867850948,0.4799030214607107
0.43082100300788273,-0.12269226323839488,0.4522989889075256,0.9089811345653688,4.277376817089408,3.290181557096728
2.1416476008704612,-1.3973081047470393,0.32633606471881427,0.5694583495059922,1.949447344363045,1.5811207591670908
-0.4064150163846156,-1.2762933910765275,2.239403930964958,1.3632895481929936,2.6536164553011705,2.1223363452769113
-0.5122427290715373,1.62841448862486,1.6797507223854076,2.229743533547649,4.882635332075728,8.287861906745805
-0.8137727282478777,-1.8214036441028845,1.6320957412885724,3.3538557502848954,0.9324164737793195,3.0887361697245934
0.6159794225754956,-1.068590860225175,1.8196569146573853,1.1234373559235287,1.5070031836009283,1.2476564660422187
1.1289722927208916,-0.8317626787418866,2.2322693360044763,0.5167545833673197,0.1553480003491997,-0.32083420576009214
